source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
MAYO,Autism spectrum disorder,"Autism spectrum disorder begins in early childhood and eventually causes problems functioning in society — socially, in school and at work, for example.",IMPROVE,FAST,FROM 6 MONTH TO 1 YEAR,IMPROVE FAST FROM 6 MONTH TO 1 YEAR
MAYO,Autism spectrum disorder,Doesn't respond with a smile or happy expression by 6 months,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Autism spectrum disorder,Often children show symptoms of autism within the first year.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Autism spectrum disorder,"While there is no cure for autism spectrum disorder, intensive, early treatment can make a big difference in the lives of many children.",PERMANENT,,,PERMANENT
MAYO,Autism spectrum disorder,"No cure exists for autism spectrum disorder, and there is no one-size-fits-all treatment.",PERMANENT,,,PERMANENT
MAYO,Autism spectrum disorder,"Children with autism spectrum disorder typically continue to learn and compensate for problems throughout life, but most will continue to require some level of support.",PERMANENT,,,PERMANENT
MAYO,Autoimmune hepatitis,"Depending on your situation, you may require lifelong treatment.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Autonomic neuropathy,Sit with your legs dangling over the side of the bed for a few minutes before getting up.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Autosomal dominant polycystic kidney disease,"In around 1 in 10 cases of ADPKD, the mutation develops for the first time in the affected person",DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Autosomal dominant polycystic kidney disease,"Both types of ADPKD have the same symptoms, but they tend to be more severe in PKD1.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Autosomal dominant polycystic kidney disease,"There's currently no cure for ADPKD, but various treatments are available to manage problems caused by the condition.",PERMANENT,,,PERMANENT
NHS,Autosomal dominant polycystic kidney disease,"There's currently no cure for autosomal dominant polycystic kidney disease (ADPKD), and it's not possible to stop cysts forming in the kidneys.",PERMANENT,,,PERMANENT
NHS,Autosomal dominant polycystic kidney disease,Infection in the cysts is harder to cure because it can be difficult for the antibiotics to penetrate them.,PERMANENT,,,PERMANENT
NHS,Autosomal dominant polycystic kidney disease,"If this choice is made, supportive treatment to help control symptoms will be provided to make the end of life as comfortable as possible.",PERMANENT,,,PERMANENT
NHS,Autosomal recessive polycystic kidney disease,"Most of these side effects should pass in a few days, although some people have a dry cough for longer.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Autosomal recessive polycystic kidney disease,"In some cases, your baby may need to stay in hospital for weeks or months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Autosomal recessive polycystic kidney disease,"But in general, ARPKD is a severe condition and around 1 in 3 babies will die from severe breathing difficulties during the first 4 weeks after birth.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Autosomal recessive polycystic kidney disease,There's currently no cure for autosomal recessive polycystic kidney disease (ARPKD).,PERMANENT,,,PERMANENT
NHS,Autosomal recessive polycystic kidney disease,"If your child's condition progresses to a stage where their kidney function is significantly affected, they'll usually need a number of different treatments to manage the various problems this can cause.",PERMANENT,,,PERMANENT
NHS,Autosomal recessive polycystic kidney disease,"There's currently no cure for ARPKD, but various treatments can help manage the wide range of problems it can cause.",PERMANENT,,,PERMANENT
MAYO,Avascular necrosis,"In the condition's early stages, X-rays usually appear normal.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Avascular necrosis,Pain can be mild or severe and usually develops gradually.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Avascular necrosis,Many people have no symptoms in the early stages of avascular necrosis.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Baby acne,Baby acne usually clears up within three to four months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Baby acne,It often develops within the first two to four weeks after birth.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Baby acne,"Because baby acne typically disappears on its own within several months, no medical treatment is usually recommended.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Back pain,In most cases the pain is not caused by anything serious and will usually get better over time.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Back pain,"Fortunately, you can take measures to prevent or relieve most back pain episodes.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Back pain,"Although it can be difficult, it helps if you stay optimistic and recognise that your pain should get better",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Back pain,"Although it can be difficult, it helps to stay positive and recognise that your pain should get better",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Back pain,Back pain is very common and usually improves within a few weeks or months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Back pain,"A cortisone injection helps decrease inflammation around the nerve roots, but the pain relief usually lasts less than a few months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Back pain,"If prevention fails, simple home treatment and proper body mechanics often will heal your back within a few weeks and keep it functional.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Back pain,"Most back pain gradually improves with home treatment and self-care, usually within a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Back pain,Back pain that comes on suddenly and lasts no more than six weeks (acute) can be caused by a fall or heavy lifting.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Back pain,Back pain usually gets better on its own within a few weeks or months and you may not need to see a doctor or other healthcare professional.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Back pain,Most acute back pain gets better with a few weeks of home treatment.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Back pain,Back pain will usually improve within a few weeks or months,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Bacterial vaginosis,You'll need to take treatment for longer (up to 6 months) if you keep getting BV (you get it more than twice in 6 months).,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Bacterial vaginosis,"It's common for BV to come back, usually within 3 months.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Bacterial vaginosis,"It's common for bacterial vaginosis to recur within three to 12 months, despite treatment.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Bad breath,"Most bad breath starts in your mouth, and there are many possible causes.",PERMANENT,,,PERMANENT
MAYO,Balance problems,Symptoms can last several days and gradually improve without treatment.,IMPROVE,SLOWLY,FROM 1 DAY TO 1 WEEK,IMPROVE SLOWLY FROM 1 DAY TO 1 WEEK
NHS,Barium enema,The whole process usually takes around 30 to 45 minutes.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Barium enema,"You should be able to go home shortly afterwards, although it's a good idea to take things easy for a few hours before returning to your normal activities.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Bartholin's cyst,Take a sample of secretions from your vagina or cervix to test for a sexually transmitted infection,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Bartholin's cyst,This operation is usually carried out under general anaesthetic and takes about an hour to complete,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Bartholin's cyst,soaking the cyst for 10 to 15 minutes in a few inches of warm water (it's easier in the bath) – it's best to do this several times a day for 3 or 4 days if possible,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Bartholin's cyst,"Marsupialisation takes about 10 to 15 minutes and is usually performed as a day case procedure, so you won't have to stay in hospital overnight",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Bartholin's cyst,"Epithelialisation usually takes around 4 weeks, although it can take longer",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Bartholin's cyst,"You should avoid having sex until the wound has completely healed, which usually takes about 2 weeks",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Bartholin's cyst,using perfumed bath additives for up to 4 weeks,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Bartholin's cyst,"Although a cyst is usually painless, it can be tender.",PERMANENT,,,PERMANENT
MAYO,Bed-wetting,But don't despair.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Bed-wetting,It often takes one to three months to see any type of response and up to 16 weeks to achieve dry nights.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Bedbugs,Bedbug bites usually clear up on their own in a week or so.,IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,IMPROVE FAST FROM 8 DAY TO 2 MONTH
MAYO,Bedbugs,The itchy red spots associated with bedbug bites usually disappear on their own within a week or two.,IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,IMPROVE FAST FROM 8 DAY TO 2 MONTH
MAYO,Bedsores (pressure ulcers),Bedsores can develop over hours or days.,DECLINE,FAST,FROM 1 DAY TO 1 WEEK,DECLINE FAST FROM 1 DAY TO 1 WEEK
MAYO,Bedsores (pressure ulcers),"Most sores heal with treatment, but some never heal completely.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Bee sting,"In most people, the swelling and pain go away within a few hours.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Behcet's disease,Signs and symptoms can last one to three weeks and go away on their own.,IMPROVE,SLOWLY,FROM 8 DAY TO 2 MONTH,IMPROVE SLOWLY FROM 8 DAY TO 2 MONTH
MAYO,Behcet's disease,There's no cure for Behcet's disease.,PERMANENT,,,PERMANENT
NHS,Behçet's disease,"Over time, some of the symptoms can settle down and become less troublesome, although they may never resolve completely.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Behçet's disease,"Relatively minor symptoms of central nervous system inflammation, such as double vision, may get better on their own without the need for treatment.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Behçet's disease,The condition usually resolves within 6 to 8 weeks after the birth,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Behçet's disease,"There's currently no cure for Behçet's disease, but a number of treatments can help to relieve symptoms and reduce the risk of serious complications.",PERMANENT,,,PERMANENT
NHS,Behçet's disease,"There's no cure for Behçet's disease, but it's often possible to control the symptoms with medicines that reduce inflammation in the affected parts of the body.",PERMANENT,,,PERMANENT
NHS,Bell's palsy,"Bell's palsy is rare in children, and most children who are affected make a full recovery without treatment.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Bell's palsy,"For most people, Bell's palsy is temporary.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Bell's palsy,"In Bell's palsy, that nerve becomes inflamed and swollen — usually related to a viral infection.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Bell's palsy,Most people with Bell's palsy recover fully — with or without treatment.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Bell's palsy,"By teaching you to use your thoughts to control your body, biofeedback training may help you gain better control over your facial muscles.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Bell's palsy,"Symptoms usually start to improve within a few weeks, with complete recovery in about six months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Bell's palsy,"In most cases, the weakness is temporary and significantly improves over weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Bell's palsy,A mild case of Bell's palsy normally disappears within a month.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Bell's palsy,Most people get better within 9 months,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Bell's palsy,"Most people make a full recovery within 9 months, but it can take longer",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Benign adrenal tumors,The most common hormones that can be over-secreted are aldosterone and cortisol from the cortex and adrenalin hormones from the medulla.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Benign brain tumour (non-cancerous),"Many people are eventually able to resume their normal activities, including work and sport, but it can take time.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Benign brain tumour (non-cancerous),"Treatment consists of one session, recovery is quick, and you can usually go home on the same day.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Benign brain tumour (non-cancerous),"Although you may want to return to work and normal life as soon as possible, it's probably a good idea to work part time to begin with and only go back full time when you feel ready.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Benign brain tumour (non-cancerous),"You may need supportive treatment to help you recover from, or adapt to, these problems",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Benign brain tumour (non-cancerous),"It's likely you'll have follow-up appointments at least every few months to start with, but they'll probably be needed less frequently if no problems develop.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Benign paroxysmal positional vertigo (BPPV),"This causes the semicircular canal to become sensitive to head position changes it would normally not respond to, which is what makes you feel dizzy.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Benign paroxysmal positional vertigo (BPPV),Benign paroxysmal positional vertigo may go away on its own within a few weeks or months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Benign paroxysmal positional vertigo (BPPV),"Fortunately, although there's no cure, the condition can be managed with physical therapy and home treatments.",PERMANENT,,,PERMANENT
MAYO,Benign peripheral nerve tumor,An intraneural perineurioma occurs most commonly in children and young adults and typically causes gradually progressive weakness and sensory loss involving an arm or leg.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Benign peripheral nerve tumor,A neurofibroma may arise from several nerve bundles and tends to cause mild symptoms.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Benign prostatic hyperplasia (BPH),"The severity of symptoms in people who have prostate gland enlargement varies, but symptoms tend to gradually worsen over time.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Benign prostatic hyperplasia (BPH),Test results help determine over time if your condition is getting better or worse.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Benign prostatic hyperplasia (BPH),Medication is the most common treatment for mild to moderate symptoms of prostate enlargement.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
