source,condition,url,fr0,fr1,fr2,fr3,fr4,fr5,fr6,fr7,fr2DET,fr3DET,fr4DET,fr6DET,fr7DET,Sentence,fr0ORI,fr1ORI,fr3ORI,fr4ORI,fr6ORI,fr7ORI,CEsnippet
NHS,Cyclical vomiting syndrome,https://www.nhs.uk/conditions/cyclical-vomiting-syndrome/,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,OVER,,YEAR,,YEAR,"CVS may improve as a child gets older, but it can also affect adults.",IMPROVE,SLOWLY,730.5,DAY,730.5,DAY,may improve as a child gets older
NHS,Cyclospora,,NONE,,,,,,,,,,,,,Symptoms usually appear about a week after catching the parasite.,NONE,,,,,,Symptoms usually appear about a week after catching the parasite.
MAYO,Cystic fibrosis,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSENS GRADUALLY,,YEAR,,YEAR,"Lung function usually worsens gradually, and it eventually can become life-threatening.",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,"Lung function usually worsens gradually, and it eventually can become life-threatening"
NHS,Cystic Fibrosis,https://www.nhs.uk/conditions/cystic-fibrosis/,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,"Symptoms usually start in early childhood and vary from child to child, but the condition gets slowly worse over time, with the lungs and digestive system becoming increasingly damaged.",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,gets slowly worse over time
NHS,Cystic fibrosis,,NONE,,,,,,,,,,,,,Cause of cystic fibrosis,NONE,,,,,,Cause of cystic fibrosis
MAYO,Cystic fibrosis,,NONE,,,,,,,,,,,,,"Improvements in screening and treatments mean that people with CF now may live into their mid- to late 30s or 40s, and some are living into their 50s.",,,,,,,"Improvements in screening and treatments mean that people with CF now may live into their mid- to late 30s or 40s, and some are living into their 50s."
NHS,Cystitis,https://www.nhs.uk/conditions/cystitis/,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,DAY,2,DAY,These should start to have an effect within a day or 2.,IMPROVE,FAST,1,DAY,2,DAY,These should start to have an effect within a day or 2.
NHS,Cystoscopy,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,FOR,1,DAY,2,DAY,rest at home for a day or two – you may need to take a couple of days off work,IMPROVE,FAST,1,DAY,2,DAY,rest at home for a day or two – you may need to take a couple of days off work
NHS,Deafness,,NONE,,,,,,,,,,,,,See your GP if you notice any problems with your hearing so you can find out the cause and get advice on treatment.,NONE,,,,,,See your GP if you notice any problems with your hearing so you can find out the cause and get advice on treatment.
NHS,Decompression sickness,,NONE,,,,,,,,,,,,,To reduce your risk of getting an air or gas embolism when diving:,NONE,,,,,,To reduce your risk of getting an air or gas embolism when diving:
NHS,Decongestants,,NONE,,,,,,,,,,,,,"It's not clear whether it's safe to take any type of decongestant if you're pregnant, so you should only use them if told to by a healthcare professional.",,,,,,,"It's not clear whether it's safe to take any type of decongestant if you're pregnant, so you should only use them if told to by a healthcare professional."
NHS,Dehydration,,NONE,,,,,,,,,,,,,GPs usually advise:,,,,,,,GPs usually advise:
MAYO,Dehydration,,NONE,,,,,,,,,,,,,Has had diarrhea for 24 hours or more,NONE,,,,,,Has had diarrhea for 24 hours or more
MAYO,Delayed ejaculation,,NONE,,,,,,,,,,,,,Lifelong vs.,,,,,,,Lifelong vs.
MAYO,Delayed sleep phase,,NONE,,,,,,,,,,,,,"5 hours every six days, until the desired bedtime is reached",NONE,,,,,,"5 hours every six days, until the desired bedtime is reached"
MAYO,Delayed sleep phase,,NONE,,,,,,,,,,,,,"Delayed sleep phase — officially known as delayed sleep-wake phase sleep disorder — is an internal sleep clock (circadian rhythm) sleep disorder in which your sleep pattern is delayed two hours or more from a conventional sleep pattern, causing you to go to sleep later and wake up later.",NONE,,,,,,"Delayed sleep phase — officially known as delayed sleep-wake phase sleep disorder — is an internal sleep clock (circadian rhythm) sleep disorder in which your sleep pattern is delayed two hours or more from a conventional sleep pattern, causing you to go to sleep later and wake up later."
MAYO,Dementia,,NONE,,,,,,,,,,,,,Dementia can lead to:,NONE,,,,,,Dementia can lead to:
MAYO,Dementia,,NONE,,,,,,,,,,,,,Learn as much about the disease as you can and participate in caregiver education programs,NONE,,,,,,Learn as much about the disease as you can and participate in caregiver education programs
MAYO,Dementia,,NONE,,,,,,,,,,,,,"Speak slowly in simple sentences, and don't rush the response.",,,,,,,"Speak slowly in simple sentences, and don't rush the response."
MAYO,Dementia,,PERMANENT,,,,,,,,,,,,,"Most types of dementia can't be cured, but there are ways to manage your symptoms.",PERMANENT,,,,,,"Most types of dementia can't be cured, but there are ways to manage your symptoms."
NHS,Dementia with Lewy bodies,https://www.nhs.uk/conditions/dementia-with-lewy-bodies/,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,DEVELOPS SLOWLY,SEVERAL,YEAR,SEVERAL,YEAR,It tends to develop slowly and get gradually worse over several years.,DECLINE,SLOWLY,1095.75,DAY,1095.75,DAY,get gradually worse over several years
NHS,Dementia with Lewy bodies,,PERMANENT,,,,,,,,,,,,,There's currently no cure for dementia with Lewy bodies or any treatment that will slow it down.,PERMANENT,,,,,,There's currently no cure for dementia with Lewy bodies 
NHS,Dengue,,PERMANENT,,,,,,,,,,,,,There's no cure or specific treatment for dengue,PERMANENT,,,,,,There's no cure or specific treatment for dengue
NHS,Dental pain,,NONE,,,,,,,,,,,,,that last more than 2 days,NONE,,,,,,that last more than 2 days
MAYO,Depression (major depressive disorder),,NONE,,,,,,,,,,,,,Bipolar I and II disorders,NONE,,,,,,Bipolar I and II disorders
MAYO,Dermatitis,,NONE,,,,,,,,,,,,,Dermatitis is a common condition that has many causes and occurs in many forms.,,,,,,,Dermatitis is a common condition that has many causes and occurs in many forms.
MAYO,Dermatitis,,NONE,,,,,,,,,,,,,Do this two to three times a week,NONE,,,,,,Do this two to three times a week
MAYO,Dermatitis,,NONE,,,,,,,,,,,,,Soak for 5 to 10 minutes and rinse off before patting dry.,,,,,,,Soak for 5 to 10 minutes and rinse off before patting dry.
MAYO,Dermatographia,,DECLINE,FAST,FROM,1,DAY,TO,1,WEEK,PROGRESSES RAPIDLY,SEVERAL,HOURS,SEVERAL,DAY,"Rarely, dermatographia develops more slowly and lasts several hours to several days.",DECLINE,FAST,0.9,DAY,4,DAY,"Rarely, dermatographia develops more slowly and lasts several hours to several days"
MAYO,Dermatographia,,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,FOR,,MONTH,,YEAR,The condition itself can last for months or years.,IMPROVE,SLOWLY,60.88,DAY,730.5,DAY,can last for months or years.
MAYO,Dermatomyositis,,NONE,,,,,,,,,,,,,Lung disease.,,,,,,,Lung disease.
MAYO,Desmoplastic small round cell tumors,,NONE,,,,,,,,,,,,,They quickly spread to other structures within the abdomen,NONE,,,,,,They quickly spread to other structures within the abdomen
NHS,Developmental dysplasia of the hip,,NONE,,,,,,,,,,,,,Using hip-healthy swaddling techniques can reduce this risk,NONE,,,,,,Using hip-healthy swaddling techniques can reduce this risk
NHS,Diabetes,https://www.nhs.uk/conditions/diabetes/,PERMANENT,,,,,,,,,,,,,Diabetes is a lifelong condition that causes a person's blood sugar level to become too high.,PERMANENT,,,,,,is lifelong condition
NHS,Diabetes (type 2),,PERMANENT,,,,,,,,,,,,,It's a lifelong condition that can affect your everyday life.,PERMANENT,,,,,,It's a lifelong condition that can affect your everyday life.
NHS,Diabetes in pregnancy,,NONE,,,,,,,,,,,,,"However, gestational diabetes can cause problems such as:",NONE,,,,,,"However, gestational diabetes can cause problems such as:"
NHS,Diabetes in pregnancy,,NONE,,,,,,,,,,,,,The ideal time to give birth if you have gestational diabetes is usually around weeks 38 to 40.,NONE,,,,,,The ideal time to give birth if you have gestational diabetes is usually around weeks 38 to 40.
MAYO,Diabetes insipidus,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/symptoms-causes/syc-20351269,PERMANENT,,,,,,,,,,,,,There's no cure for diabetes insipidus.,PERMANENT,,,,,,There's no cure for
NHS,Diabetic eye screening,,NONE,,,,,,,,,,,,,This can lead to sight loss if it's not found early,NONE,,,,,,This can lead to sight loss if it's not found early
MAYO,Diabetic ketoacidosis,,NONE,,,,,,,,,,,,,Adjust your insulin dosage as needed,NONE,,,,,,Adjust your insulin dosage as needed
MAYO,Diabetic ketoacidosis,,NONE,,,,,,,,,,,,,"Depending on circumstances, you might need additional treatment",NONE,,,,,,"Depending on circumstances, you might need additional treatment"
MAYO,Diabetic nephropathy,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,OVER,MANY,MONTH,MANY,YEAR,Complications of diabetic nephropathy may develop gradually over months or years.,DECLINE,SLOWLY,91.31,DAY,730.5,DAY,Complications of diabetic nephropathy may develop gradually over months or years
MAYO,Diabetic neuropathy,,NONE,,,,,,,,,,,,,Check your feet every day,NONE,,,,,,Check your feet every day
NHS,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,TAKES,SEVERAL,YEAR,SEVERAL,YEAR,"However, it usually takes several years for diabetic retinopathy to reach a stage where it could threaten your sight.",DECLINE,SLOWLY,1095.75,DAY,1095.75,DAY,it usually takes several years to develop
NHS,Diabetic retinopathy,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,,,,,,You should be able to go home on the same day or the day after your surgery.,IMPROVE,FAST,1,DAY,1,DAY,You should be able to go home on the same day or the day after your surgery.
MAYO,Diabetic retinopathy,,NONE,,,,,,,,,,,,,"As the condition progresses, diabetic retinopathy symptoms may include:",,,,,,,"As the condition progresses, diabetic retinopathy symptoms may include:"
MAYO,Diabetic retinopathy,,NONE,,,,,,,,,,,,,"At first, diabetic retinopathy may cause no symptoms or only mild vision problems.",,,,,,,"At first, diabetic retinopathy may cause no symptoms or only mild vision problems."
MAYO,Diabetic retinopathy,,NONE,,,,,,,,,,,,,But these new blood vessels don't develop properly and can leak easily.,,,,,,,But these new blood vessels don't develop properly and can leak easily.
MAYO,Diaper rash,,NONE,,,,,,,,,,,,,"But it usually clears up with simple at-home treatments, such as air drying, more frequent diaper changes and ointment.",,,,,,,"But it usually clears up with simple at-home treatments, such as air drying, more frequent diaper changes and ointment."
MAYO,Diaper rash,,NONE,,,,,,,,,,,,,Gets worse despite home treatment,NONE,,,,,,Gets worse despite home treatment
MAYO,Diaper rash,,NONE,,,,,,,,,,,,,"Until the rash clears up, give your baby a bath each day",NONE,,,,,,"Until the rash clears up, give your baby a bath each day"
NHS,Diarrhea,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,5,DAY,7,DAY,diarrhoea usually stops within 5 to 7 days,IMPROVE,FAST,5,DAY,7,DAY,within 5 days
MAYO,Diarrhea,,NONE,,,,,,,,,,,,,Little or no urination,,,,,,,Little or no urination
NHS,Differences in sex development,,NONE,,,,,,,,,,,,,Where to get support,NONE,,,,,,Where to get support
MAYO,Diffuse idiopathic skeletal hyperostosis (DISH),,NONE,,,,,,,,,,,,,Breaks might require surgery to repair,NONE,,,,,,Breaks might require surgery to repair
NHS,DiGeorge syndrome (22q11 deletion),https://www.nhs.uk/conditions/digeorge-syndrome/,PERMANENT,,,,,,,,,,,,,There's currently no cure for DiGeorge syndrome,PERMANENT,,,,,,There's currently no cure for DiGeorge syndrome
MAYO,Dilated cardiomyopathy,,NONE,,,,,,,,,,,,,Get enough sleep and rest.,NONE,,,,,,Get enough sleep and rest.
NHS,Diphtheria,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,2,MONTH,3,MONTH,"Any skin ulcers usually heal within 2 to 3 months, but may leave a scar",IMPROVE,MODERATELY,60.88,DAY,91.31,DAY,"usually heal within 2 to 3 months, but may leave a scar"
MAYO,Diphtheria,,NONE,,,,,,,,,,,,,15 to 18 months,NONE,,,,,,15 to 18 months
MAYO,Diphtheria,,NONE,,,,,,,,,,,,,4 to 6 years,NONE,,,,,,4 to 6 years
NHS,Discoid eczema,,NONE,,,,,,,,,,,,,"There's no simple cure for discoid eczema, but medicines can help to ease the symptoms.",NONE,,,,,,"There's no simple cure for discoid eczema, but medicines can help to ease the symptoms."
NHS,Dislocated shoulder,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,BETWEEN,12,WEEK,16,WEEK,A dislocated shoulder takes between 12 and 16 weeks to heal after the shoulder has been put back into place.,IMPROVE,MODERATELY,84,DAY,112,DAY,takes between 12 and 16 weeks to heal
NHS,Dislocated shoulder,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,TAKES ABOUT,12,WEEK,16,WEEK,"You can stop wearing the sling after a few days, but it takes about 12 to 16 weeks to completely recover from a dislocated shoulder.",IMPROVE,MODERATELY,84,DAY,112,DAY,"You can stop wearing the sling after a few days, but it takes about 12 to 16 weeks to completely recover from a dislocated shoulder"
NHS,Dislocated shoulder,,NONE,,,,,,,,,,,,,build up strength in your shoulder muscles,,,,,,,build up strength in your shoulder muscles
MAYO,Dislocation,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,AFTER,SEVERAL,WEEK,SEVERAL,WEEK,"When treated properly, most dislocations return to normal function after several weeks of rest and rehabilitation.",IMPROVE,MODERATELY,28,DAY,28,DAY,return to normal function after several weeks of rest and rehabilitation
MAYO,Dislocation,,NONE,,,,,,,,,,,,,Dislocation is most common in shoulders and fingers.,,,,,,,Dislocation is most common in shoulders and fingers.
NHS,Disorders of consciousness,,DECLINE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,FEW,DAY,FEW,WEEK,"Once nutritional support is eventually withdrawn, the person will die within a few days or weeks.",DECLINE,FAST,3,DAY,21,DAY,"Once nutritional support is eventually withdrawn, the person will die within a few days or weeks."
NHS,Disorders of consciousness,,PERMANENT,,,,,,,,,,,,,Many people never recover consciousness,PERMANENT,,,,,,Many people never recover consciousness
NHS,Diverticular disease and diverticulitis,,NONE,,,,,,,,,,,,,But more serious cases of diverticulitis may need hospital treatment.,NONE,,,,,,But more serious cases of diverticulitis may need hospital treatment.
MAYO,Diverticulitis,,NONE,,,,,,,,,,,,,A liquid diet for a few days while your bowel heals,NONE,,,,,,A liquid diet for a few days while your bowel heals
NHS,Dizziness,,NONE,,,,,,,,,,,,,get plenty of rest,NONE,,,,,,get plenty of rest
NHS,Dizziness,,NONE,,,,,,,,,,,,,move slowly and carefully,,,,,,,move slowly and carefully
MAYO,Double uterus,,NONE,,,,,,,,,,,,,A double uterus often causes no symptoms,NONE,,,,,,A double uterus often causes no symptoms
MAYO,Down syndrome,,NONE,,,,,,,,,,,,,"Although some adaptations may be required, children and adults with Down syndrome can enjoy social and leisure activities",NONE,,,,,,"Although some adaptations may be required, children and adults with Down syndrome can enjoy social and leisure activities"
NHS,Down syndrome,,NONE,,,,,,,,,,,,,You can also hear from people with Down's syndrome about what's important to them on YouTube,NONE,,,,,,You can also hear from people with Down's syndrome about what's important to them on YouTube
NHS,Down's syndrome,,NONE,,,,,,,,,,,,,their own personalities,,,,,,,their own personalities
MAYO,Dry eyes,,NONE,,,,,,,,,,,,,Tears can be inadequate for many reasons.,,,,,,,Tears can be inadequate for many reasons.
NHS,Dry lips,,NONE,,,,,,,,,,,,,whether you need to see a GP,NONE,,,,,,whether you need to see a GP
MAYO,Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/diagnosis-treatment/drc-20354382,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,FEW,DAY,FEW,DAY,Pain and other symptoms should continue to improve and will likely be gone within a few days.,IMPROVE,FAST,3,DAY,3,DAY,likely be gone within a few days.
MAYO,Dupuytren's contracture,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,PROGRESSES SLOWY,,YEAR,,YEAR,"Dupuytren's contracture typically progresses slowly, over years.",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,"Dupuytren's contracture typically progresses slowly, over years"
NHS,Dupuytren's contracture,,NONE,,,,,,,,,,,,,Causes and preventing Dupuytren's contracture,,,,,,,Causes and preventing Dupuytren's contracture
MAYO,Dural arteriovenous fistulas,,NONE,,,,,,,,,,,,,Aggressive dAVF symptoms can result either from bleeding in the brain (intracerebral hemorrhage) or from neurological effects of non-hemorrhaging neurological deficits (NHNDs).,NONE,,,,,,Aggressive dAVF symptoms can result either from bleeding in the brain (intracerebral hemorrhage) or from neurological effects of non-hemorrhaging neurological deficits (NHNDs).
